# Displacement (mm)	Force (kN)
-5.446518	-8.963250
-5.447469	-8.974559
-5.448421	-8.985773
-5.449373	-8.996953
-5.450325	-9.008137
-5.451276	-9.019371
-5.452228	-9.030633
-5.453179	-9.041797
-5.454131	-9.052930
-5.455082	-9.064066
-5.456034	-9.075246
-5.456986	-9.086453
-5.457938	-9.097570
-5.458889	-9.108648
-5.459841	-9.119730
-5.460793	-9.130855
-5.461744	-9.142004
-5.462696	-9.153176
-5.463647	-9.164344
-5.464599	-9.175398
-5.465551	-9.186398
-5.466503	-9.197391
-5.467454	-9.208414
-5.468406	-9.219465
-5.469357	-9.230430
-5.470309	-9.241355
-5.471261	-9.252285
-5.472212	-9.263254
-5.473164	-9.274254
-5.474116	-9.285176
-5.475067	-9.296055
-5.476019	-9.306941
-5.476971	-9.317863
-5.477922	-9.328812
-5.478874	-9.339789
-5.479825	-9.350762
-5.480777	-9.361641
-5.481729	-9.372457
-5.482680	-9.383266
-5.483632	-9.394098
-5.484584	-9.404961
-5.485536	-9.415746
-5.486487	-9.426492
-5.487439	-9.437242
-5.488390	-9.448027
-5.489342	-9.458840
-5.490294	-9.469676
-5.491245	-9.480512
-5.492197	-9.491266
-5.493149	-9.501961
-5.494100	-9.512641
-5.495052	-9.523352
-5.496004	-9.534082
-5.496955	-9.544750
-5.497907	-9.555375
-5.498858	-9.566004
-5.499810	-9.576660
-5.500762	-9.587348
-5.501713	-9.598055
-5.502665	-9.608773
-5.503617	-9.619410
-5.504569	-9.629984
-5.505520	-9.640559
-5.506472	-9.651145
-5.507423	-9.661754
-5.508375	-9.672309
-5.509326	-9.682824
-5.510278	-9.693336
-5.511230	-9.703875
-5.512182	-9.714445
-5.513133	-9.725035
-5.514085	-9.735633
-5.515037	-9.746160
-5.515988	-9.756629
-5.516940	-9.767090
-5.517891	-9.777563
-5.518843	-9.788063
-5.519795	-9.798508
-5.520747	-9.808910
-5.521698	-9.819320
-5.522650	-9.829746
-5.523602	-9.840203
-5.524553	-9.850680
-5.525505	-9.861168
-5.526456	-9.871594
-5.527408	-9.881957
-5.528360	-9.892316
-5.529311	-9.902684
-5.530263	-9.913074
-5.531215	-9.923484
-5.532166	-9.933902
-5.533118	-9.944258
-5.534070	-9.954562
-5.535021	-9.964855
-5.535973	-9.975160
-5.536924	-9.985484
-5.537876	-9.995770
-5.538828	-10.006012
-5.539780	-10.016258
-5.540731	-10.026520
-5.541683	-10.036809
-5.542634	-10.047121
-5.543586	-10.057441
-5.544538	-10.067715
-5.545489	-10.077934
-5.546441	-10.088137
-5.547393	-10.098348
-5.548344	-10.108586
-5.549296	-10.118836
-5.550248	-10.129094
-5.551199	-10.139305
-5.552151	-10.149465
-5.553102	-10.159609
-5.554054	-10.169762
-5.555006	-10.179934
-5.555957	-10.190125
-5.556909	-10.200328
-5.557861	-10.210477
-5.558813	-10.220586
-5.559764	-10.230672
-5.560716	-10.240773
-5.561667	-10.250891
-5.562619	-10.260977
-5.563570	-10.271027
-5.564522	-10.281074
-5.565474	-10.291129
-5.566426	-10.301219
-5.567377	-10.311316
-5.568329	-10.321438
-5.569281	-10.331512
-5.570232	-10.341543
-5.571184	-10.351555
-5.572135	-10.361574
-5.573087	-10.371609
-5.574039	-10.381660
-5.574990	-10.391727
-5.575942	-10.401746
-5.576894	-10.411723
-5.577846	-10.421684
-5.578797	-10.431648
-5.579749	-10.441633
-5.580700	-10.451625
-5.581652	-10.461637
-5.582604	-10.471605
-5.583555	-10.481535
-5.584507	-10.491445
-5.585459	-10.501355
-5.586411	-10.511289
-5.587362	-10.521230
-5.588314	-10.531187
