# Displacement (mm)	Force (kN)
-8.723701	-14.632836
-8.739214	-14.642246
-8.745031	-14.653566
-8.753757	-14.659730
-8.766846	-14.680449
-8.779934	-14.688387
-8.793023	-14.709254
-8.812655	-14.719934
-8.827380	-14.744141
-8.842105	-14.754211
-8.856830	-14.778090
-8.862351	-14.783660
-8.870634	-14.786711
-8.883059	-14.805250
-8.895482	-14.812738
-8.907907	-14.832289
-8.926542	-14.842129
-8.940519	-14.864383
-8.954496	-14.873344
-8.968473	-14.895129
-8.973715	-14.900184
-8.981577	-14.902785
-8.993369	-14.905301
-9.005162	-14.923687
-9.016955	-14.932438
-9.034645	-14.958895
-9.047913	-14.968234
-9.061179	-14.973297
-9.074447	-14.994043
-9.079422	-14.999551
-9.086884	-15.003391
-9.098079	-15.020781
-9.109273	-15.028141
-9.120467	-15.032090
-9.137259	-15.055238
-9.149852	-15.064418
-9.162446	-15.069809
-9.175039	-15.089398
-9.179762	-15.094629
-9.186846	-15.098227
-9.197471	-15.101770
-9.208097	-15.118156
-9.218722	-15.125883
-9.234661	-15.148684
-9.246615	-15.156422
-9.258569	-15.160008
-9.270523	-15.176770
-9.275005	-15.181137
-9.281730	-15.183848
-9.291816	-15.186363
-9.301902	-15.200891
-9.311988	-15.207602
-9.327118	-15.212652
-9.338465	-15.230164
-9.349812	-15.238742
-9.361158	-15.243965
-9.378179	-15.267590
-9.390944	-15.277867
-9.403709	-15.284281
-9.416474	-15.303992
-9.421262	-15.309496
-9.428442	-15.313766
-9.439213	-15.318352
-9.449984	-15.335082
-9.460754	-15.344031
-9.476911	-15.352063
-9.489027	-15.372105
-9.501144	-15.383352
-9.513261	-15.390934
-9.531437	-15.418113
-9.545069	-15.431688
-9.558701	-15.440820
-9.572331	-15.463352
-9.577444	-15.470090
-9.585112	-15.476086
-9.596613	-15.482945
-9.608115	-15.502129
-9.619617	-15.513859
-9.636869	-15.525270
-9.649809	-15.547992
-9.662748	-15.562254
-9.675688	-15.572402
-9.695097	-15.603109
-9.709654	-15.619996
-9.724211	-15.631871
-9.738768	-15.652770
-9.744226	-15.661121
-9.752415	-15.670398
-9.764697	-15.680719
-9.776979	-15.702648
-9.789262	-15.716918
-9.807685	-15.731387
-9.821503	-15.756477
-9.835320	-15.769113
-9.849138	-15.783695
-9.869864	-15.818914
-9.885409	-15.838859
-9.900954	-15.853066
-9.916499	-15.862180
-9.922328	-15.875289
-9.931072	-15.897926
-9.944188	-15.916949
-9.957304	-15.929617
-9.970420	-15.940504
-9.990094	-15.967723
-10.004849	-15.990582
-10.019606	-16.006648
-10.034361	-16.020344
-10.039894	-16.032016
-10.048194	-16.043367
-10.060644	-16.052191
-10.073093	-16.077176
-10.085544	-16.094383
-10.104218	-16.110777
-10.118225	-16.135625
-10.132231	-16.148602
-10.146237	-16.163430
-10.167247	-16.181715
-10.183003	-16.211324
-10.198760	-16.228770
-10.214518	-16.247891
-10.220426	-16.255875
-10.229289	-16.273043
-10.242584	-16.289719
-10.255879	-16.298770
-10.269175	-16.312949
-10.289117	-16.347512
-10.304073	-16.368684
-10.319030	-16.379246
-10.333987	-16.395105
-10.339596	-16.407227
-10.348009	-16.419023
-10.360629	-16.431992
-10.373248	-16.440203
-10.385868	-16.464602
-10.404798	-16.489457
-10.418995	-16.504086
-10.433192	-16.512500
-10.447390	-16.539234
-10.452714	-16.548633
-10.460700	-16.558352
-10.472678	-16.569238
-10.484657	-16.575523
-10.496636	-16.596223
-10.514605	-16.618832
-10.528081	-16.632055
-10.541557	-16.638266
-10.555034	-16.661836
-10.575248	-16.688117
-10.590409	-16.702539
-10.605570	-16.711012
-10.620730	-16.738984
-10.626416	-16.749383
-10.634944	-16.760391
-10.647736	-16.771902
-10.660528	-16.778914
-10.673320	-16.792355
-10.692508	-16.824758
-10.706899	-16.845574
-10.721290	-16.856332
-10.735681	-16.871637
-10.741077	-16.878605
-10.749172	-16.887141
-10.761314	-16.907762
-10.773457	-16.920121
-10.785600	-16.934438
-10.803813	-16.951387
-10.817473	-16.965078
-10.831133	-16.984480
-10.844793	-17.005383
-10.865284	-17.027254
-10.880651	-17.043312
-10.896019	-17.054840
-10.911386	-17.084941
-10.917150	-17.096078
-10.925794	-17.108367
-10.938761	-17.118473
-10.951727	-17.133250
-10.964693	-17.147762
-10.984143	-17.167844
-10.998731	-17.190520
-11.013318	-17.214973
-11.027905	-17.233848
-11.033376	-17.241348
-11.041580	-17.247676
-11.053888	-17.260395
-11.066196	-17.273898
-11.078505	-17.287457
-11.096967	-17.312480
-11.110813	-17.335906
-11.124660	-17.353785
-11.138506	-17.368059
-11.159276	-17.381383
-11.174853	-17.401590
-11.190431	-17.420988
-11.206008	-17.439551
-11.211850	-17.446477
-11.220612	-17.457383
-11.233755	-17.481168
-11.246899	-17.496559
-11.260042	-17.513996
-11.279757	-17.535211
-11.294543	-17.547645
-11.309330	-17.567156
-11.324117	-17.588313
-11.329661	-17.595457
-11.337978	-17.603137
-11.350454	-17.619355
-11.362930	-17.637512
-11.375406	-17.647367
-11.394120	-17.671320
-11.408155	-17.692238
-11.422191	-17.703879
-11.436227	-17.723430
-11.446754	-17.740535
-11.462543	-17.758277
-11.478333	-17.774555
-11.494123	-17.795012
-11.509912	-17.818512
-11.525702	-17.832738
-11.537545	-17.852484
-11.549387	-17.868371
-11.561230	-17.886066
-11.578994	-17.900449
-11.592316	-17.921035
-11.605639	-17.938344
-11.618961	-17.957645
-11.638946	-17.972535
-11.653934	-17.996844
-11.668921	-18.015656
-11.683909	-18.031914
-11.695150	-18.046625
-11.712012	-18.070344
-11.728874	-18.084785
-11.745735	-18.110465
-11.758382	-18.127039
-11.771028	-18.141391
-11.783674	-18.157242
-11.802643	-18.182617
-11.816870	-18.194941
-11.831097	-18.216387
-11.845324	-18.233957
-11.850659	-18.242137
-11.858662	-18.253258
-11.870666	-18.266219
-11.882669	-18.278230
-11.894673	-18.291652
-11.912680	-18.313766
-11.926184	-18.323770
-11.939689	-18.342367
-11.953193	-18.358957
-11.958258	-18.363539
-11.965854	-18.373098
-11.977248	-18.386234
-11.988643	-18.393254
-12.000037	-18.407727
-12.017128	-18.425676
-12.029947	-18.433770
-12.042766	-18.450344
-12.055585	-18.465234
-12.060391	-18.470445
-12.067602	-18.476594
-12.078418	-18.489223
-12.089233	-18.497137
-12.100049	-18.508340
-12.116273	-18.524273
-12.128441	-18.533102
-12.140609	-18.546449
-12.152777	-18.560023
-12.157339	-18.564969
-12.164184	-18.572121
-12.174450	-18.582590
-12.184716	-18.589605
-12.194983	-18.599984
-12.210383	-18.614914
-12.221932	-18.623031
-12.233482	-18.635211
-12.245032	-18.647715
-12.262358	-18.658926
-12.275351	-18.674457
-12.288344	-18.690020
-12.301338	-18.700656
-12.306211	-18.706824
-12.313519	-18.720094
-12.324483	-18.733496
-12.335446	-18.740238
-12.346410	-18.757492
-12.362855	-18.772152
-12.375189	-18.786426
-12.387522	-18.798148
-12.399856	-18.816223
-12.404481	-18.821828
-12.411419	-18.830371
-12.421825	-18.844387
-12.432232	-18.848141
-12.442638	-18.860211
-12.458248	-18.880594
-12.469956	-18.891477
-12.481664	-18.905086
-12.493371	-18.918543
-12.510932	-18.931031
-12.524103	-18.947492
-12.537273	-18.964137
-12.550445	-18.975938
-12.555384	-18.982527
-12.562793	-18.992676
-12.573905	-19.006871
-12.585018	-19.017066
-12.596131	-19.030891
-12.612801	-19.050906
-12.625302	-19.062668
-12.637804	-19.078773
-12.650307	-19.095234
-12.669060	-19.111910
-12.683125	-19.132125
-12.697189	-19.152227
-12.711254	-19.167016
-12.716528	-19.174969
-12.724440	-19.187023
-12.736307	-19.203789
-12.748174	-19.216203
-12.760041	-19.232551
-12.777842	-19.256074
-12.791192	-19.270230
-12.804543	-19.289102
-12.817894	-19.308195
-12.837919	-19.328246
-12.852939	-19.351578
-12.867958	-19.374566
-12.882977	-19.391816
-12.888610	-19.400980
-12.897058	-19.414715
-12.909731	-19.433742
-12.922403	-19.448168
-12.935076	-19.467039
-12.954085	-19.494145
-12.968342	-19.510887
-12.982598	-19.532750
-12.996855	-19.554680
-13.002201	-19.562809
-13.010221	-19.574437
-13.022249	-19.591547
-13.034279	-19.604613
-13.046308	-19.621562
-13.064351	-19.645781
-13.077884	-19.660344
-13.091417	-19.679445
-13.104950	-19.698746
-13.110024	-19.705926
-13.117637	-19.716074
-13.129055	-19.731148
-13.140473	-19.742566
-13.151891	-19.757586
-13.169019	-19.779508
-13.181864	-19.792680
-13.194710	-19.810063
-13.207555	-19.827883
-13.226823	-19.846328
-13.241275	-19.867875
-13.255726	-19.889379
-13.270177	-19.905469
-13.275596	-19.913953
-13.283725	-19.926691
-13.295918	-19.944613
-13.308111	-19.958164
-13.320304	-19.975566
-13.338594	-20.000719
-13.352311	-20.016082
-13.366029	-20.036016
-13.379746	-20.056293
-13.384890	-20.063914
-13.392606	-20.074586
-13.404181	-20.090535
-13.415754	-20.102852
-13.427328	-20.118730
-13.444689	-20.141957
-13.457710	-20.156121
-13.470731	-20.174398
-13.483751	-20.193164
-13.503283	-20.212906
-13.517931	-20.235445
-13.532579	-20.257941
-13.547228	-20.274977
-13.552721	-20.283809
-13.560961	-20.297016
-13.573319	-20.315730
-13.585679	-20.330055
-13.598039	-20.348164
-13.616578	-20.374426
-13.630483	-20.390590
-13.644387	-20.411258
-13.658292	-20.432328
-13.663506	-20.440270
-13.671328	-20.451348
-13.683059	-20.467926
-13.694791	-20.480855
-13.706523	-20.497281
-13.724121	-20.521355
-13.737319	-20.536125
-13.750518	-20.554926
-13.763716	-20.574242
-13.783514	-20.594656
-13.798362	-20.617703
-13.813210	-20.640730
-13.828058	-20.658262
-13.833626	-20.667340
-13.841978	-20.680762
-13.854506	-20.699891
-13.867035	-20.714633
-13.879562	-20.733125
-13.898355	-20.759992
-13.912449	-20.776648
-13.926543	-20.797738
-13.940638	-20.819332
-13.945923	-20.827594
-13.953851	-20.838859
-13.965743	-20.855789
-13.977634	-20.869117
-13.989527	-20.885914
-14.007365	-20.910594
-14.020743	-20.925887
-14.034122	-20.945117
-14.047501	-20.964930
-14.067568	-20.985961
-14.082619	-21.009527
-14.097670	-21.033109
-14.112720	-21.051188
-14.118364	-21.060512
-14.126830	-21.074184
-14.139529	-21.093801
-14.152228	-21.109059
-14.164927	-21.128004
-14.183976	-21.155586
-14.198263	-21.178113
-14.212549	-21.203570
-14.226835	-21.226266
-14.232193	-21.234402
-14.240230	-21.244941
-14.252283	-21.260621
-14.264338	-21.272871
-14.276392	-21.288859
-14.294474	-21.313031
-14.308034	-21.328223
-14.321595	-21.347488
-14.335156	-21.367543
-14.340241	-21.375336
-14.347870	-21.385793
-14.359312	-21.401621
-14.370754	-21.414164
-14.382195	-21.429727
-14.399359	-21.452855
-14.412231	-21.467188
-14.425104	-21.484938
-14.437976	-21.503426
-14.457285	-21.522898
-14.471766	-21.544605
-14.486247	-21.566543
-14.500729	-21.587684
-14.506159	-21.595863
-14.514305	-21.606957
-14.526524	-21.623922
-14.538742	-21.637492
-14.550961	-21.654578
-14.569289	-21.680020
-14.583035	-21.696004
-14.596781	-21.715848
-14.610527	-21.736449
-14.615682	-21.745375
-14.623414	-21.754805
-14.635013	-21.770336
-14.646610	-21.786809
-14.658209	-21.799586
-14.675606	-21.822574
-14.688654	-21.841473
-14.701702	-21.855566
-14.714749	-21.873434
-14.734322	-21.899965
-14.749001	-21.916637
-14.763680	-21.937707
-14.778358	-21.959594
-14.783863	-21.969129
-14.792120	-21.979137
-14.804505	-21.995887
-14.816891	-22.013707
-14.829276	-22.027625
-14.847855	-22.052969
-14.861788	-22.073812
-14.875722	-22.089559
-14.889655	-22.109582
-14.894880	-22.118773
-14.902718	-22.130648
-14.914474	-22.147238
-14.926230	-22.160289
-14.937987	-22.176313
-14.955622	-22.200387
-14.968847	-22.219398
-14.982074	-22.233691
-14.995299	-22.251898
-15.000259	-22.260328
-15.007699	-22.271262
-15.018858	-22.286602
-15.030018	-22.298676
-15.041177	-22.313359
-15.057917	-22.335707
-15.070471	-22.353480
-15.083025	-22.366891
-15.095579	-22.383836
-15.114411	-22.409656
-15.128534	-22.430340
-15.142658	-22.446219
-15.156782	-22.466711
-15.162078	-22.476191
-15.170023	-22.488531
-15.181940	-22.506070
-15.193856	-22.523570
-15.205773	-22.537559
-15.223649	-22.563055
-15.237055	-22.584363
-15.250462	-22.604934
-15.263868	-22.621410
-15.268895	-22.629469
-15.276437	-22.641313
-15.287748	-22.659344
-15.299060	-22.677332
-15.310371	-22.694824
-15.327339	-22.719176
-15.340065	-22.734988
-15.352790	-22.753906
-15.365516	-22.774023
-15.370288	-22.782563
-15.377446	-22.793484
-15.388184	-22.809180
-15.398921	-22.824984
-15.409657	-22.837102
-15.425764	-22.858738
-15.437843	-22.877359
-15.449923	-22.894687
-15.462002	-22.911730
-15.480122	-22.936453
-15.493711	-22.951945
-15.507299	-22.971242
-15.520889	-22.991648
-15.525985	-23.000625
-15.533629	-23.012309
-15.545095	-23.028613
-15.556561	-23.045238
-15.568027	-23.061473
-15.585226	-23.085070
-15.598125	-23.103852
-15.611025	-23.118078
-15.623924	-23.136543
-15.643272	-23.164727
-15.657784	-23.187609
-15.672297	-23.209484
-15.686808	-23.230711
-15.692249	-23.239992
-15.700413	-23.252273
-15.712657	-23.270086
-15.724901	-23.287957
-15.737145	-23.305707
-15.755511	-23.331215
-15.769286	-23.351965
-15.783061	-23.372363
-15.796836	-23.392883
-15.802001	-23.401934
-15.809750	-23.413523
-15.821372	-23.430418
-15.832994	-23.447613
-15.844617	-23.464754
-15.862050	-23.489168
-15.875126	-23.508813
-15.888201	-23.527961
-15.901277	-23.547102
-15.920889	-23.574633
-15.935598	-23.596992
-15.950309	-23.619027
-15.965018	-23.641227
-15.970534	-23.650992
-15.978808	-23.663559
-15.991220	-23.681910
-16.003632	-23.700598
-16.016043	-23.719230
-16.034658	-23.745926
-16.048622	-23.767402
-16.062584	-23.788441
-16.076548	-23.809516
-16.081783	-23.818715
-16.089638	-23.830594
-16.101418	-23.847875
-16.113199	-23.865418
-16.124981	-23.882871
-16.142653	-23.907781
-16.155905	-23.927723
-16.169159	-23.947234
-16.182413	-23.966727
-16.202293	-23.994789
-16.217203	-24.017504
-16.232113	-24.039988
-16.247025	-24.062656
-16.252615	-24.072527
-16.261002	-24.085406
-16.273582	-24.104180
-16.286163	-24.123281
-16.298744	-24.142375
-16.317616	-24.169805
-16.331768	-24.191770
-16.345921	-24.213332
-16.360075	-24.234938
-16.365381	-24.243363
-16.373343	-24.251254
-16.385284	-24.259371
-16.397226	-24.267898
-16.409168	-24.278219
-16.427080	-24.297027
-16.440516	-24.314398
-16.453949	-24.332973
-16.467384	-24.352641
-16.487535	-24.382484
-16.502649	-24.406953
-16.517763	-24.431434
-16.532877	-24.456227
-16.538546	-24.466852
-16.547047	-24.480980
-16.559799	-24.501602
-16.572552	-24.522492
-16.585302	-24.543352
-16.604431	-24.573348
-16.618778	-24.597086
-16.633123	-24.620410
-16.647470	-24.643668
-16.652851	-24.653523
-16.660919	-24.666684
-16.673025	-24.685781
-16.685129	-24.705020
-16.697233	-24.724145
-16.715391	-24.751539
-16.729010	-24.773156
-16.742626	-24.794363
-16.756245	-24.815500
-16.761351	-24.824480
-16.769011	-24.836414
-16.780500	-24.853738
-16.791990	-24.871191
-16.803480	-24.888559
-16.820715	-24.913391
-16.833641	-24.932996
-16.846569	-24.952223
-16.859495	-24.971371
-16.878883	-24.999000
-16.893425	-25.020996
-16.907969	-25.042773
-16.922510	-25.064688
-16.927963	-25.073965
-16.936142	-25.086504
-16.948412	-25.104766
-16.960682	-25.123246
-16.972952	-25.141770
-16.991358	-25.168480
-17.005161	-25.189637
-17.018965	-25.210516
-17.032768	-25.231410
-17.037945	-25.240223
-17.045708	-25.252125
-17.057356	-25.269410
-17.069002	-25.286848
-17.080648	-25.304199
-17.098118	-25.329172
-17.111221	-25.348840
-17.124323	-25.368223
-17.137426	-25.387598
-17.157080	-25.415688
-17.171822	-25.438043
-17.186562	-25.460254
-17.201302	-25.482613
-17.206829	-25.492020
-17.215120	-25.504840
-17.227558	-25.523527
-17.239996	-25.542441
-17.252432	-25.561402
-17.271088	-25.588895
-17.285080	-25.610617
-17.299072	-25.632148
-17.313063	-25.653738
-17.318310	-25.662797
-17.326181	-25.675133
-17.337986	-25.693059
-17.349792	-25.711145
-17.361597	-25.729211
-17.379307	-25.755281
-17.392588	-25.775797
-17.405869	-25.796043
-17.419149	-25.816273
-17.439072	-25.845660
-17.454014	-25.868980
-17.468956	-25.892160
-17.483896	-25.915484
-17.489500	-25.925254
-17.497904	-25.938652
-17.510511	-25.958168
-17.523119	-25.977906
-17.535725	-25.997664
-17.554636	-26.026316
-17.568819	-26.048895
-17.583000	-26.071242
-17.597183	-26.093621
-17.602503	-26.102930
-17.610479	-26.115723
-17.622446	-26.134324
-17.634413	-26.153066
-17.646379	-26.171777
-17.664330	-26.198809
-17.677794	-26.219992
-17.691256	-26.240918
-17.704718	-26.261816
-17.709766	-26.270484
-17.717339	-26.282402
-17.728699	-26.299746
-17.740057	-26.317187
-17.751415	-26.334563
-17.768456	-26.359574
-17.781233	-26.379172
-17.794012	-26.398445
-17.806791	-26.417664
-17.825960	-26.445500
-17.840336	-26.467496
-17.854712	-26.489313
-17.869089	-26.511230
-17.874479	-26.520383
-17.882566	-26.532941
-17.894695	-26.551254
-17.906826	-26.569773
-17.918957	-26.588320
-17.937151	-26.615230
-17.950798	-26.636414
-17.964443	-26.657340
-17.978090	-26.678277
-17.983208	-26.686988
-17.990883	-26.698906
-18.002398	-26.716266
-18.013910	-26.733730
-18.025425	-26.751133
-18.042696	-26.776242
-18.055649	-26.795898
-18.068602	-26.815273
-18.081556	-26.834605
-18.086412	-26.842625
-18.093699	-26.853625
-18.104628	-26.869637
-18.115559	-26.885738
-18.126488	-26.901797
-18.142881	-26.924953
-18.155176	-26.943070
-18.167473	-26.960938
-18.179768	-26.978762
-18.198210	-27.004648
-18.212044	-27.025074
-18.225876	-27.045355
-18.239708	-27.065758
-18.244894	-27.074238
-18.252676	-27.085938
-18.264347	-27.103066
-18.276018	-27.120383
-18.287689	-27.137746
-18.305195	-27.163012
-18.318325	-27.182867
-18.331455	-27.202531
-18.344585	-27.222273
-18.349508	-27.230430
-18.356895	-27.241711
-18.367973	-27.258219
-18.379051	-27.274859
-18.390129	-27.291500
-18.406748	-27.315645
-18.419210	-27.334520
-18.431673	-27.353180
-18.444138	-27.371832
-18.462831	-27.399035
-18.476852	-27.420465
-18.490873	-27.441781
-18.504896	-27.463238
-18.510153	-27.472105
-18.518040	-27.484418
-18.529871	-27.502473
-18.541700	-27.520715
-18.553532	-27.539008
-18.571276	-27.565691
-18.584585	-27.586594
-18.597895	-27.607320
-18.611204	-27.628121
-18.616196	-27.636672
-18.623682	-27.648547
-18.634911	-27.665934
-18.646141	-27.683465
-18.657370	-27.700984
-18.674213	-27.726445
-18.686848	-27.746305
-18.699480	-27.765945
-18.712114	-27.785582
-18.731064	-27.814258
-18.745275	-27.836781
-18.759489	-27.859180
-18.773701	-27.881715
-18.779030	-27.890988
-18.787025	-27.903910
-18.799017	-27.922875
-18.811008	-27.942035
-18.823000	-27.961258
-18.840988	-27.989301
-18.854479	-28.011234
-18.867970	-28.032988
-18.881460	-28.054793
-18.886518	-28.063727
-18.894108	-28.076180
-18.905491	-28.094426
-18.916872	-28.112824
-18.928255	-28.131203
-18.945330	-28.157953
-18.958136	-28.178770
-18.970942	-28.199352
-18.983747	-28.219930
-19.002954	-28.250008
-19.017361	-28.273586
-19.031767	-28.297023
-19.046173	-28.320613
-19.051577	-28.330262
-19.059679	-28.343777
-19.071835	-28.363641
-19.083990	-28.383703
-19.096146	-28.403813
-19.114378	-28.433234
-19.128054	-28.456176
-19.141727	-28.478930
-19.155403	-28.501746
-19.160530	-28.511027
-19.168222	-28.524051
-19.179762	-28.543156
-19.191299	-28.562391
-19.202837	-28.581613
-19.220144	-28.609625
-19.233124	-28.631363
-19.246105	-28.652871
-19.259085	-28.674371
-19.263952	-28.683094
-19.271254	-28.695340
-19.282206	-28.713281
-19.293158	-28.731301
-19.304111	-28.749301
-19.320539	-28.775465
-19.332861	-28.795715
-19.345181	-28.815727
-19.357502	-28.835699
-19.375984	-28.864871
-19.389845	-28.887602
-19.403708	-28.910184
-19.417568	-28.932867
-19.422766	-28.942090
-19.430563	-28.955078
-19.442259	-28.974156
-19.453955	-28.993391
-19.465649	-29.012660
-19.483192	-29.040840
-19.496349	-29.062738
-19.509508	-29.084473
-19.522665	-29.106250
-19.527599	-29.115070
-19.535000	-29.127508
-19.546101	-29.145754
-19.557203	-29.164113
-19.568304	-29.182477
-19.584957	-29.209270
-19.597446	-29.230023
-19.609936	-29.250570
-19.622425	-29.271113
-19.641159	-29.301184
-19.655209	-29.324613
-19.669260	-29.347926
-19.683310	-29.371359
-19.688580	-29.380855
-19.696482	-29.394277
-19.708338	-29.414020
-19.720192	-29.433934
-19.732048	-29.453895
-19.749830	-29.483145
-19.763166	-29.505848
-19.776505	-29.528398
-19.789841	-29.551000
-19.794842	-29.560117
-19.802343	-29.573020
-19.813597	-29.591965
-19.824850	-29.611008
-19.836103	-29.630063
-19.852983	-29.657895
-19.865643	-29.679410
-19.878302	-29.700727
-19.890961	-29.722031
-19.909950	-29.753285
-19.924192	-29.777574
-19.938435	-29.801754
-19.952677	-29.826051
-19.958017	-29.835863
-19.966030	-29.849777
-19.978046	-29.870273
-19.990063	-29.890934
-20.002079	-29.911652
-20.020105	-29.942059
-20.033623	-29.965617
-20.047142	-29.989035
-20.060661	-30.012504
-20.065731	-30.021941
-20.073336	-30.035340
-20.084742	-30.055066
-20.096148	-30.074895
-20.107555	-30.094746
-20.124664	-30.123805
-20.137497	-30.146234
-20.150330	-30.168473
-20.163162	-30.190703
-20.167974	-30.199609
-20.175192	-30.212273
-20.186020	-30.230902
-20.196848	-30.249586
-20.207674	-30.268266
-20.223915	-30.295555
-20.236095	-30.316566
-20.248276	-30.337363
-20.260458	-30.358137
-20.278728	-30.388566
-20.292433	-30.412113
-20.306135	-30.435539
-20.319838	-30.459043
-20.324978	-30.468477
-20.332685	-30.481926
-20.344248	-30.501738
-20.355810	-30.521691
-20.367373	-30.541691
-20.384716	-30.571055
-20.397722	-30.593727
-20.410730	-30.616266
-20.423737	-30.638836
-20.428616	-30.647863
-20.435932	-30.660746
-20.446907	-30.679723
-20.457882	-30.698785
-20.468857	-30.717863
-20.485319	-30.745832
-20.497667	-30.767371
-20.510014	-30.788734
-20.522360	-30.810102
-20.540880	-30.841492
-20.554771	-30.865781
-20.568661	-30.889965
-20.582552	-30.914254
-20.587761	-30.923992
-20.595573	-30.937887
-20.607294	-30.958395
-20.619013	-30.979051
-20.630733	-30.999762
-20.648314	-31.030234
-20.661499	-31.053754
-20.674683	-31.077137
-20.687868	-31.100578
-20.692812	-31.109934
-20.700230	-31.123305
-20.711353	-31.143031
-20.722479	-31.162855
-20.733603	-31.182699
-20.750290	-31.211828
-20.762806	-31.234238
-20.775322	-31.256484
-20.787836	-31.278727
-20.806610	-31.311445
-20.820690	-31.333605
-20.834768	-31.352996
-20.848848	-31.371633
-20.862928	-31.390898
-20.877008	-31.411367
-20.882288	-31.419805
-20.890209	-31.432180
-20.902088	-31.451156
-20.913967	-31.470898
-20.925848	-31.491223
-20.943668	-31.521992
-20.957033	-31.546125
-20.970398	-31.570426
-20.983763	-31.595016
-20.988773	-31.604840
-20.996292	-31.618949
-21.007568	-31.639887
-21.018845	-31.660988
-21.030121	-31.682172
-21.047035	-31.713375
-21.059723	-31.737363
-21.072409	-31.761184
-21.085094	-31.784996
-21.089851	-31.794449
-21.096987	-31.807992
-21.107691	-31.827957
-21.118395	-31.847969
-21.129099	-31.867965
-21.145155	-31.897277
-21.157196	-31.919285
-21.169239	-31.940535
-21.181280	-31.961418
-21.190311	-31.976312
-21.203859	-31.996930
-21.217407	-32.015480
-21.230953	-32.031996
-21.244501	-32.047793
-21.258047	-32.064582
-21.271595	-32.080477
-21.285143	-32.098391
-21.298689	-32.119582
-21.312237	-32.143258
-21.325783	-32.168301
-21.339331	-32.194051
-21.349491	-32.213887
-21.364731	-32.243047
-21.379972	-32.272469
-21.395212	-32.302062
-21.410454	-32.331719
-21.425694	-32.361531
-21.437124	-32.384336
-21.448555	-32.406973
-21.459986	-32.429617
-21.477131	-32.463039
-21.489990	-32.488695
-21.502850	-32.514215
-21.515709	-32.539770
-21.534996	-32.577496
-21.549463	-32.606520
-21.563931	-32.635418
-21.578396	-32.664344
-21.592863	-32.693383
-21.598288	-32.704898
-21.606426	-32.721457
-21.618631	-32.745953
-21.630838	-32.770562
-21.643044	-32.795227
-21.661354	-32.831562
-21.675085	-32.859418
-21.688818	-32.887078
-21.702549	-32.914672
-21.716282	-32.942293
-21.721432	-32.953203
-21.729155	-32.968902
-21.740742	-32.992078
-21.752327	-33.015316
-21.763914	-33.038547
-21.781294	-33.072711
-21.794329	-33.098832
-21.807364	-33.124734
-21.820398	-33.150613
-21.825285	-33.160824
-21.832617	-33.175508
-21.843615	-33.197199
-21.854614	-33.217527
-21.865612	-33.235801
-21.876610	-33.251176
-21.887608	-33.263887
-21.898605	-33.275051
-21.909603	-33.285828
-21.926100	-33.302805
-21.942596	-33.322082
-21.959095	-33.343727
-21.975592	-33.367562
-21.992088	-33.393301
-22.008585	-33.420668
-22.025082	-33.449410
-22.041578	-33.479293
-22.058077	-33.510125
-22.074574	-33.541766
-22.091070	-33.574086
-22.107567	-33.606113
-22.124063	-33.637883
-22.136436	-33.662129
-22.148809	-33.686402
-22.161182	-33.710977
-22.179741	-33.747953
-22.193661	-33.776660
-22.207581	-33.805527
-22.221498	-33.834699
-22.242378	-33.878254
-22.258038	-33.911855
-22.273697	-33.945453
-22.289356	-33.979180
-22.305016	-34.013012
-22.320675	-34.046941
-22.336334	-34.080949
-22.351994	-34.115020
-22.367651	-34.149148
-22.383310	-34.183316
-22.398970	-34.217516
-22.414629	-34.251738
-22.430288	-34.285988
-22.445948	-34.320254
-22.461607	-34.354535
-22.477266	-34.388836
-22.492926	-34.423156
-22.508585	-34.457492
-22.524244	-34.491844
-22.539904	-34.526211
-22.555563	-34.560598
-22.571222	-34.595012
-22.586882	-34.629422
-22.602541	-34.663855
-22.618200	-34.698297
-22.633860	-34.732750
-22.649517	-34.767219
-22.665176	-34.801699
-22.680836	-34.836191
-22.696495	-34.870703
-22.712154	-34.905234
-22.727814	-34.939785
-22.743473	-34.974359
-22.759132	-35.008961
-22.774792	-35.043578
-22.790451	-35.078227
-22.806110	-35.112902
-22.821770	-35.147598
-22.837429	-35.182332
-22.853088	-35.217078
-22.868748	-35.251895
-22.884407	-35.286734
-22.900066	-35.321695
-22.915726	-35.356652
-22.931383	-35.391613
-22.947042	-35.426664
-22.962702	-35.461730
-22.978361	-35.496859
-22.994020	-35.532004
-23.009680	-35.567203
-23.025339	-35.602402
-23.040998	-35.637656
-23.056658	-35.672895
-23.072317	-35.708188
-23.087976	-35.743461
-23.103636	-35.778777
-23.119295	-35.814062
-23.134954	-35.849387
-23.150614	-35.884676
-23.166273	-35.920000
-23.181932	-35.955277
-23.197592	-35.990578
-23.213249	-36.025832
-23.228909	-36.061098
-23.244568	-36.096320
-23.260227	-36.131551
-23.275887	-36.166727
-23.291546	-36.201922
-23.307205	-36.237059
-23.322865	-36.272203
-23.338524	-36.307289
-23.354183	-36.342375
-23.369843	-36.377402
-23.385502	-36.412438
-23.401161	-36.447410
-23.416821	-36.482387
-23.432480	-36.517301
-23.448139	-36.552199
-23.459883	-36.578676
-23.471628	-36.604937
-23.483372	-36.631148
-23.500988	-36.669852
-23.514200	-36.699242
-23.527412	-36.728414
